0,1,2,3,4,5,6,8,9
ห้วยเพลียก,นครราชสีมา,1.5,0.79 (53%),0.49 (41%),,,27/08/2025,แหล่งน้ำขนาดกลาง
คลองท่างิ้ว,ตรัง,18.5,9.75 (53%),9.35 (52%),0.05,0.1,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยขี้เหล็ก (ตอนบน),ยโสธร,1.04,0.62 (52%),0.47 (53%),,,27/08/2025,แหล่งน้ำขนาดกลาง
มวกเหล็ก,สระบุรี,61,31.66 (52%),30.56 (51%),0.3,0.04,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยสะพาน,ชลบุรี,3.84,1.99 (52%),1.69 (48%),0.01,0.01,27/08/2025,แหล่งน้ำขนาดกลาง
คลองมะนาว,บุรีรัมย์,2.848,1.48 (52%),1.03 (43%),0.01,,27/08/2025,แหล่งน้ำขนาดกลาง
ลำสำลาย,นครราชสีมา,42,21.53 (51%),19.53 (49%),,0.14,27/08/2025,แหล่งน้ำขนาดกลาง
หนองเหล่าหิน,อุบลราชธานี,2.475,1.26 (51%),0.90 (43%),0,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยทรวง,สุโขทัย,8,4.07 (51%),3.67 (48%),0.08,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยทราย,ชัยภูมิ,10.3,5.23 (51%),3.73 (42%),0.02,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยสีโท,ยโสธร,10.6,5.37 (51%),4.96 (49%),0.34,,27/08/2025,แหล่งน้ำขนาดกลาง
หนองหญ้าม้า,ร้อยเอ็ด,2.117,1.07 (50%),0.98 (48%),,0.03,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยยาง,ขอนแก่น,3.019,1.51 (50%),0.98 (39%),0.02,0.05,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยจอกขวาง,มหาสารคาม,3.036,1.51 (50%),1.37 (47%),,0.01,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยสหาย อ.บุ่งคล้า,บึงกาฬ,1.96,0.97 (49%),0.83 (47%),0.26,,27/08/2025,แหล่งน้ำขนาดกลาง
แม่ธิ,ลำพูน,4.5,2.72 (49%),2.57 (59%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ร่องหัวช้าง,มหาสารคาม,1.29,0.64 (49%),-0.12 (-10%),0,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยมะหาด,ราชบุรี,4.3,2.12 (49%),1.90 (47%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยไร่,มุกดาหาร,2.8,1.37 (49%),1.26 (47%),0.07,0.07,27/08/2025,แหล่งน้ำขนาดกลาง
คลองเฉลียงลับ,เพชรบูรณ์,7.85,3.83 (49%),3.23 (45%),0.1,,27/08/2025,แหล่งน้ำขนาดกลาง
คลองลำกง,เพชรบูรณ์,48.515,23.64 (49%),18.84 (46%),0.55,0.04,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยป่าแดง,เพชรบูรณ์,18.74,9.12 (49%),9.02 (53%),0.15,0.03,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยหินแตก อ. พนัสนิคม,สกลนคร,0,0.73 (48%),0.57 (--%),,,27/08/2025,แหล่งน้ำขนาดกลาง
บึงอร่าม,มหาสารคาม,3.6,1.74 (48%),1.45 (44%),0.19,,27/08/2025,แหล่งน้ำขนาดกลาง
มาบประชัน,ชลบุรี,16.6,8.01 (48%),7.25 (46%),0.01,0.03,27/08/2025,แหล่งน้ำขนาดกลาง
หนองแกดำ,มหาสารคาม,1.625,0.78 (48%),0.66 (44%),0,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยวังเต็น,ประจวบคีรีขันธ์,11.4,5.47 (48%),4.80 (45%),0.01,0.02,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยยาง อ.ภูกระดึง,ขอนแก่น,3.713,1.78 (48%),1.06 (35%),0.05,0.04,27/08/2025,แหล่งน้ำขนาดกลาง
พุตะเคียน,กาญจนบุรี,4,1.9 (48%),1.66 (44%),,,27/08/2025,แหล่งน้ำขนาดกลาง
คลองสะเดา,สงขลา,56.741,26.93 (47%),25.37 (46%),0.06,0.26,27/08/2025,แหล่งน้ำขนาดกลาง
แม่สรวย,เชียงราย,73,34.22 (47%),31.22 (45%),1.02,0.79,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยหิน,นครราชสีมา,1.95,0.91 (47%),0.86 (45%),0,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยตาเกาว์,สุรินทร์,8.6,4.03 (47%),3.97 (46%),0.11,0,27/08/2025,แหล่งน้ำขนาดกลาง
บ้านบึง,ชลบุรี,10.98,5.13 (47%),2.31 (28%),0.03,0.01,27/08/2025,แหล่งน้ำขนาดกลาง
ลุ่มน้ำโจน 16,ฉะเชิงเทรา,1.6,0.92 (47%),0.75 (52%),,,27/08/2025,แหล่งน้ำขนาดกลาง
แม่กองค่าย,สุโขทัย,13,6.04 (46%),5.46 (44%),0.04,0.02,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยป่าบง,กำแพงเพชร,1.4,0.65 (46%),0.63 (46%),,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยยาง,นครราชสีมา,13.8,6.4 (46%),5.40 (42%),,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยน้ำใส,นครศรีธรรมราช,80,36.96 (46%),34.96 (45%),0.08,0.32,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยเตย,ขอนแก่น,5.337,2.44 (46%),2.40 (48%),0.03,0.07,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยไม้ดู่,มุกดาหาร,1.7,0.77 (46%),0.53 (37%),0.02,0.02,27/08/2025,แหล่งน้ำขนาดกลาง
ชัฎป่าหวาย,ราชบุรี,2.5,1.14 (46%),0.89 (39%),,0,27/08/2025,แหล่งน้ำขนาดกลาง
สระสมิง,อุบลราชธานี,1.011,0.46 (45%),0.16 (22%),0.01,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยลิงโจน,ยโสธร,21,9.51 (45%),9.11 (44%),0.07,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยมงคล อันเนื่องมาจากพระราชดำริ,ประจวบคีรีขันธ์,5.85,2.63 (45%),2.39 (43%),0.01,0.01,27/08/2025,แหล่งน้ำขนาดกลาง
หนองนาวัว,ขอนแก่น,1.391,0.63 (45%),0.42 (35%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยเดือนห้า,อุบลราชธานี,12,5.34 (45%),3.49 (34%),0.29,,27/08/2025,แหล่งน้ำขนาดกลาง
ลำเชียงไกร ตอนล่าง,นครราชสีมา,27.7,12.32 (44%),11.17 (42%),0.29,0.13,27/08/2025,แหล่งน้ำขนาดกลาง
คลองโพธิ์,นครสวรรค์,82,30.99 (44%),24.99 (37%),1.25,,27/08/2025,แหล่งน้ำขนาดกลาง
ลำเชียงสา,นครราชสีมา,7.5,3.32 (44%),1.92 (31%),,,27/08/2025,แหล่งน้ำขนาดกลาง
เขาอีโต้ 1,ปราจีนบุรี,2.9,1.27 (44%),0.77 (29%),0.11,0.06,27/08/2025,แหล่งน้ำขนาดกลาง
หนองบ่อ,มหาสารคาม,3.584,1.56 (44%),1.37 (39%),,0,27/08/2025,แหล่งน้ำขนาดกลาง
แก่งเลิงจาน,มหาสารคาม,8.024,3.46 (43%),1.19 (20%),,0.03,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยขนาดมอญ,สุรินทร์,15.5,6.67 (43%),6.02 (41%),0.03,0.06,27/08/2025,แหล่งน้ำขนาดกลาง
แก่งละว้า,ขอนแก่น,45.784,19.67 (43%),18.37 (41%),0,0.01,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยระหาร,สุรินทร์,1.012,0.43 (43%),0.40 (41%),0,,27/08/2025,แหล่งน้ำขนาดกลาง
ทุ่งขาม,ประจวบคีรีขันธ์,8,3.4 (43%),2.79 (38%),,,27/08/2025,แหล่งน้ำขนาดกลาง
พุทธอุทธยาน,อำนาจเจริญ,19.325,8.2 (42%),7.30 (40%),0.58,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยทอน บน กิ่งอ.โพธิ์ตาก,อุดรธานี,7.8,3.3 (42%),3.15 (44%),0.07,0.14,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยแคน,มุกดาหาร,2.1,0.88 (42%),0.79 (40%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ลำช่อระกา,ชัยภูมิ,10.312,4.34 (42%),3.31 (36%),0.04,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยบง,นครราชสีมา,14.5,6.09 (42%),5.33 (39%),0.01,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยหินลับ,มุกดาหาร,4,1.68 (42%),1.07 (31%),0.05,0.05,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยวังลิ้นฟ้า,กาฬสินธุ์,3.35,1.4 (42%),1.23 (39%),0.03,0.03,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยสงสัย,เพชรบุรี,4.054,1.7 (42%),1.29 (34%),0.06,,27/08/2025,แหล่งน้ำขนาดกลาง
โสกรวก,ขอนแก่น,0.996,0.42 (42%),0.24 (29%),,,27/08/2025,แหล่งน้ำขนาดกลาง
บางเหนียวดำ,ภูเก็ต,7.2,3.22 (41%),3.19 (45%),0.02,0.02,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยเล็ง,เพชรบูรณ์,17.2,7.1 (41%),3.80 (23%),0,0.04,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยชะโนด,มุกดาหาร,18.4,7.58 (41%),6.92 (39%),0.1,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยหอย,กาฬสินธุ์,2,0.82 (41%),0.52 (30%),0.03,0.03,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยทับครัว,นครราชสีมา,5,2.04 (41%),1.27 (30%),,,27/08/2025,แหล่งน้ำขนาดกลาง
บึงกระโตน,นครราชสีมา,10.214,4.14 (41%),2.91 (32%),0.02,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยทราย,ขอนแก่น,2.355,0.95 (41%),0.72 (34%),0.04,0.07,27/08/2025,แหล่งน้ำขนาดกลาง
ท่ากะบาก,สระแก้ว,7.3,2.92 (40%),2.12 (30%),0.02,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยตู้ 1,ชลบุรี,1.5,0.6 (40%),0.51 (36%),,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยศาลา,ศรีสะเกษ,37.07,14.62 (39%),11.82 (34%),,,27/08/2025,แหล่งน้ำขนาดกลาง
หนองขอนสัก,มหาสารคาม,8.659,3.3 (38%),2.22 (29%),0,0,27/08/2025,แหล่งน้ำขนาดกลาง
หนองผือ,ศรีสะเกษ,4.178,1.57 (38%),0.37 (12%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยวังนอง,มุกดาหาร,11.492,4.3 (37%),3.99 (36%),,0.6,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยใหญ่(วังแขม),ลพบุรี,12,4.45 (37%),2.95 (25%),0.09,,27/08/2025,แหล่งน้ำขนาดกลาง
คลองจำไหร,สงขลา,6,2.22 (37%),2.12 (36%),0.04,0.05,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยโพธิ์,อำนาจเจริญ,7.438,2.73 (37%),2.19 (32%),0.16,,27/08/2025,แหล่งน้ำขนาดกลาง
คลองป่าบอน,พัทลุง,20,7.27 (36%),6.37 (33%),0.05,0.12,27/08/2025,แหล่งน้ำขนาดกลาง
ลำปะเทีย,บุรีรัมย์,25.4,9.23 (36%),8.03 (33%),0.05,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยทราย อ. โคกศรีสุพรรณ,นครพนม,1.5,0.54 (36%),0.54 (36%),0.16,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยตาเขียว,บุรีรัมย์,1.9,0.68 (36%),0.39 (24%),0,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยซับประดู่,นครราชสีมา,27.664,9.86 (36%),8.46 (32%),0.12,0.1,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยบ้านยาง,นครราชสีมา,6.52,2.32 (36%),1.80 (30%),0.03,0.01,27/08/2025,แหล่งน้ำขนาดกลาง
คลองหัวช้าง,พัทลุง,30,10.63 (35%),10.08 (34%),0.13,0.25,27/08/2025,แหล่งน้ำขนาดกลาง
ธวัชชัย,ร้อยเอ็ด,5.007,1.77 (35%),1.66 (34%),0.01,0.01,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยเตย,นครราชสีมา,4.396,1.55 (35%),1.41 (33%),0,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยน้ำพาว อ.เมือง,เลย,1.364,0.48 (35%),0.45 (34%),0.08,0.06,27/08/2025,แหล่งน้ำขนาดกลาง
คลองหลวง รัชชโลทร,ชลบุรี,98,34.3 (35%),31.35 (33%),0.47,0.13,27/08/2025,แหล่งน้ำขนาดกลาง
ยางชุม,ประจวบคีรีขันธ์,41.1,14.35 (35%),10.35 (28%),0.01,0.01,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยผาก,เพชรบุรี,27.5,9.54 (35%),6.54 (27%),0.03,,27/08/2025,แหล่งน้ำขนาดกลาง
หนองกระทุ่ม,มหาสารคาม,0,0.91 (35%),0.84 (--%),0,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยขี้หนู,บุรีรัมย์,1.56,0.55 (35%),0.52 (34%),,0,27/08/2025,แหล่งน้ำขนาดกลาง
อ่างฯ ห้วยท่าพล,เพชรบูรณ์,0,4.42 (34%),3.57 (--%),,0.02,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยน้ำชุนใหญ่,เพชรบูรณ์,7.52,2.52 (34%),1.88 (27%),0.1,0.01,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยประดู่,มหาสารคาม,2.804,0.92 (33%),0.88 (32%),0,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยแม่สอด,ตาก,5.5,1.77 (32%),1.34 (26%),0.06,0.14,27/08/2025,แหล่งน้ำขนาดกลาง
กุดตาเพชร,ลพบุรี,43,13.6 (32%),11.60 (28%),,1.02,27/08/2025,แหล่งน้ำขนาดกลาง
ท่าเคย,ราชบุรี,23.4,7.32 (31%),6.32 (27%),0.01,0.02,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยทา,มุกดาหาร,2.23,0.7 (31%),0.17 (10%),0.06,0.06,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยเทียน,กาญจนบุรี,10.65,3.29 (31%),1.89 (20%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ลำปลายมาศ,นครราชสีมา,98,30.2 (31%),20.90 (24%),0.22,0.35,27/08/2025,แหล่งน้ำขนาดกลาง
คลองข้างใน,สุโขทัย,9,2.69 (30%),2.35 (27%),0.03,,27/08/2025,แหล่งน้ำขนาดกลาง
ละเลิงหวาย,นครราชสีมา,3.737,1.1 (30%),1.07 (29%),,0.01,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยอีเลิศ อ.วังสะพุง,เลย,1.431,0.47 (28%),0.39 (29%),0.03,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยกุดแคน,ร้อยเอ็ด,1.996,0.56 (28%),0.34 (19%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ลาดกระทิง,ฉะเชิงเทรา,4.2,1.18 (28%),0.98 (25%),,,27/08/2025,แหล่งน้ำขนาดกลาง
พระปรง,สระแก้ว,97,26.98 (28%),22.98 (25%),0.07,0.12,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยใหญ่,เพชรบูรณ์,13.25,3.68 (28%),2.68 (22%),0.14,0.01,27/08/2025,แหล่งน้ำขนาดกลาง
หนองไฮ,ร้อยเอ็ด,2.244,0.62 (28%),0.45 (22%),0,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยค้อ,มหาสารคาม,31.338,8.42 (27%),5.22 (18%),0.13,0.02,27/08/2025,แหล่งน้ำขนาดกลาง
บ้านเพชร,ชัยภูมิ,19.675,5.26 (27%),2.26 (14%),0.04,0.08,27/08/2025,แหล่งน้ำขนาดกลาง
คลองแห้ง,กระบี่,12.5,3.31 (26%),2.31 (20%),0.01,0.02,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยน้ำเค็ม,ศรีสะเกษ,1.07,0.28 (26%),-0.32 (-39%),0,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยปราสาทใหญ่,นครราชสีมา,8.7,2.24 (26%),1.39 (18%),0,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยพุง,กาฬสินธุ์,4,1.02 (25%),0.17 (5%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ลุ่มน้ำโจน 2,ฉะเชิงเทรา,1.96,0.49 (25%),0.19 (11%),,0,27/08/2025,แหล่งน้ำขนาดกลาง
คลองจะกระ,ประจวบคีรีขันธ์,10.4,2.6 (25%),2.10 (21%),0.05,0.01,27/08/2025,แหล่งน้ำขนาดกลาง
หนองทะลอก,บุรีรัมย์,3.43,1.16 (25%),1.06 (33%),0.01,0,27/08/2025,แหล่งน้ำขนาดกลาง
คลองระบม,ฉะเชิงเทรา,55.5,13.8 (25%),6.00 (13%),,0.22,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยสวาย,บุรีรัมย์,13.56,3.37 (25%),2.40 (19%),0.06,0,27/08/2025,แหล่งน้ำขนาดกลาง
ลำตะโคง,บุรีรัมย์,7.58,1.87 (25%),1.56 (21%),0.67,0.67,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยอ่างหิน,ประจวบคีรีขันธ์,2.8,0.68 (24%),0.53 (20%),0,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยด่าน,สุรินทร์,9.4,2.29 (24%),1.15 (14%),,0.02,27/08/2025,แหล่งน้ำขนาดกลาง
สุวรรณาภา,สุรินทร์,1.57,0.37 (24%),0.35 (23%),,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยแอ่ง,มหาสารคาม,22.299,5.09 (23%),4.68 (21%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยพุ,มุกดาหาร,4.5,1.03 (23%),0.33 (9%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยแม่ประจันต์,เพชรบุรี,42.2,9.41 (22%),7.37 (18%),0.29,0.26,27/08/2025,แหล่งน้ำขนาดกลาง
ลำจังหัน,บุรีรัมย์,36,7.57 (21%),5.77 (17%),0.03,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยหิน,ลพบุรี,2.25,0.47 (21%),0.27 (13%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยไผ่,กาฬสินธุ์,10.5,2.65 (21%),1.85 (19%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยจานใต้,ร้อยเอ็ด,5.795,1.2 (21%),0.64 (12%),0.03,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยส้มป่อย,ชัยภูมิ,7.646,1.55 (20%),0.95 (13%),0.01,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยหลวง,ลำปาง,1.26,0.24 (19%),0.07 (7%),0.04,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยยาง,สระแก้ว,60,11.02 (18%),7.02 (13%),0.01,0.16,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยเชียงคำ,มหาสารคาม,5.066,0.89 (18%),0.21 (4%),,0.03,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยน้อย,บุรีรัมย์,1.2,0.21 (17%),0.01 (1%),0,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยคะคาง,มหาสารคาม,4.126,0.7 (17%),0.36 (10%),0.01,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยน้ำลาด,นครสวรรค์,0.8,0.2 (17%),-0.04 (-7%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยโป่ง,ลพบุรี,2.07,0.34 (16%),0.29 (14%),,,27/08/2025,แหล่งน้ำขนาดกลาง
เขาดิน,สระแก้ว,1.42,0.23 (16%),0.13 (10%),0,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยใหญ่,บุรีรัมย์,1.31,0.21 (16%),0.07 (6%),0.04,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยขุนแก้ว,อุทัยธานี,43.41,8.27 (16%),6.10 (15%),0.07,,27/08/2025,แหล่งน้ำขนาดกลาง
หนองสิ,ศรีสะเกษ,3.66,0.64 (15%),-1.66 (-55%),,,27/08/2025,แหล่งน้ำขนาดกลาง
คลองตาด้วง,สระแก้ว,1.8,0.27 (15%),0.17 (10%),0,,27/08/2025,แหล่งน้ำขนาดกลาง
คลองโบด,นครนายก,4.25,0.63 (15%),0.62 (15%),0.01,0.01,27/08/2025,แหล่งน้ำขนาดกลาง
คลองช่องลม,ประจวบคีรีขันธ์,5.5,0.79 (14%),0.49 (9%),0,,27/08/2025,แหล่งน้ำขนาดกลาง
กระหร่างสาม,ประจวบคีรีขันธ์,6,0.74 (12%),0.52 (9%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยสำนักไม้เต็ง,ราชบุรี,45.48,5.46 (12%),3.46 (8%),,0.02,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยตะแปด,เพชรบุรี,4,0.47 (12%),0.34 (9%),0.01,,27/08/2025,แหล่งน้ำขนาดกลาง
ซับตะเคียน,ลพบุรี,8.42,0.81 (10%),0.46 (6%),,,27/08/2025,แหล่งน้ำขนาดกลาง
เขารัง,สระแก้ว,3.72,0.34 (9%),0.22 (6%),0,0,27/08/2025,แหล่งน้ำขนาดกลาง
คลองบึง,ประจวบคีรีขันธ์,22.2,2 (9%),1.20 (6%),0.01,0.01,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยขุนจิต,ชลบุรี,4.8,0.41 (9%),0.16 (4%),0.01,0,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยตะเคียน,สระแก้ว,10,0.82 (8%),0.62 (6%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยเมฆา,บุรีรัมย์,4.07,0.32 (8%),0.22 (5%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยแล้ง,มหาสารคาม,4.414,0.23 (5%),0.04 (1%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยสามเขา,ประจวบคีรีขันธ์,3.4,0.12 (4%),-,,,27/08/2025,แหล่งน้ำขนาดกลาง
คลองบอน,จันทบุรี,2.5,0.09 (3%),-0.21 (-10%),,,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยทราย,ประจวบคีรีขันธ์,1.95,0.04 (2%),-,,,27/08/2025,แหล่งน้ำขนาดกลาง
คิรีธาร,จันทบุรี,75.8,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยป่าเลา,เพชรบูรณ์,8.4,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
หนองกระทุ่งปง,ลำปาง,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
พรุฉวง,สุราษฎร์ธานี,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
ไม่มีชื่อ,กาญจนบุรี,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยเซิม,เลย,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
กิ่วหญ้าแทน,สุโขทัย,2,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยหนองเคาะ,สุโขทัย,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
ศูนย์ราชการ จุดที่ 3,ลำปาง,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
ไม่มีชื่อ,กาญจนบุรี,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
กุดเมืองฮาม,ศรีสะเกษ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
บึงระนาม,ศรีสะเกษ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
เขื่อนแม่ขาม,ลำปาง,35.9,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
กุดโมง,ศรีสะเกษ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
หนองสแนง,ศรีสะเกษ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
กุดชมพู,ศรีสะเกษ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
คลองหลวง รัชชโลทร,ชลบุรี,98,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยคณะ,ศรีสะเกษ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
บึงคูณ,พิจิตร,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
หนองไข่นุ่น,ศรีสะเกษ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
กุดพรหมคาด,ศรีสะเกษ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
คลองขวาง,ตราด,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
สระฆ้อ,ตราด,20,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
บ้านโนนดู่,ศรีสะเกษ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
แม่เหิน,ลำปาง,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
ห้วยหินกอง,อุบลราชธานี,8,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
หนองสะอางค์,ศรีสะเกษ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
หนองน้ำ,กระบี่,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
แม่ฮวก,ลำปาง,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
วังน้ำเย็น,ศรีสะเกษ,4,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
ภูดิน,ศรีสะเกษ,9,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
บ้านน้ำมุด (ตัวล่าง),ศรีสะเกษ,2.5,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
บ้านน้ำมุด (ตัวบน),ศรีสะเกษ,2,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
เขื่อนท่าทุ่งนา,กาญจนบุรี,55.03,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
บ้านสวนป่า,ศรีสะเกษ,2,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
หนองกระมัล,ศรีสะเกษ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
ไม่มีชื่อ,ศรีสะเกษ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
หนองกุดกว้าง,อุบลราชธานี,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
หนองซำ,ศรีสะเกษ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
หนองสวะ,อุบลราชธานี,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
หนองเมือก,บึงกาฬ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
หนองตากแดด,บึงกาฬ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
หนองอังฮา,บึงกาฬ,0,-,-,-,-,27/08/2025,แหล่งน้ำขนาดกลาง
